material_id,sku,name,category,unit_of_measure,standard_cost,current_unit_price,safety_stock_level,reorder_point,target_stock_level,min_order_qty,lead_time_days,is_critical,primary_supplier_id,secondary_supplier_id,created_at
MAT-00301,SKU-RAW-00301,Titanium Plates Grade-Commercial-301,Raw Metallurgy,LITER,9.86,10.18,468,1273,2495,25,23,False,SUP-0003,SUP-0017,2025-01-01T00:00:00
MAT-00302,SKU-MEC-00302,Hydraulic Valves Grade-MilSpec-302,Mechanical & Machining,PCS,13.25,12.84,46,134,243,25,8,False,SUP-0061,SUP-0071,2025-01-01T00:00:00
MAT-00303,SKU-ELE-00303,Sensors Grade-Commercial-303,Electronic Components,KG,55.81,53.96,389,1137,1994,50,22,False,SUP-0050,SUP-0040,2025-01-01T00:00:00
MAT-00304,SKU-MEC-00304,Bearings Grade-B-304,Mechanical & Machining,PCS,48.01,45.95,1386,3726,6827,100,36,False,SUP-0118,SUP-0042,2025-01-01T00:00:00
MAT-00305,SKU-PAC-00305,Antistatic Foam Grade-B-305,Packaging & Hardware,BOX,23.97,25.36,1196,3814,7290,100,34,False,SUP-0059,SUP-0081,2025-01-01T00:00:00
MAT-00306,SKU-RAW-00306,Copper Rods Grade-Commercial-306,Raw Metallurgy,KG,27.91,31.01,237,845,1183,50,16,False,SUP-0047,SUP-0053,2025-01-01T00:00:00
MAT-00307,SKU-RAW-00307,Carbon Steel Bars Grade-MilSpec-307,Raw Metallurgy,SET,100.03,95.19,159,460,937,500,7,False,SUP-0097,SUP-0062,2025-01-01T00:00:00
MAT-00308,SKU-MEC-00308,CNC Castings Grade-Commercial-308,Mechanical & Machining,METER,12.8,12.64,314,926,1774,250,17,False,SUP-0056,SUP-0051,2025-01-01T00:00:00
MAT-00309,SKU-MEC-00309,Shafts Grade-A-309,Mechanical & Machining,LITER,44.78,48.14,482,1457,2659,100,25,False,SUP-0103,SUP-0117,2025-01-01T00:00:00
MAT-00310,SKU-POL-00310,Polycarbonate Sheets Grade-A-310,Polymers & Chemical,KG,19.64,19.19,528,2010,2845,25,38,True,SUP-0096,,2025-01-01T00:00:00
MAT-00311,SKU-PAC-00311,Corrugated Heavy Boxes Grade-B-311,Packaging & Hardware,PCS,19.31,19.43,41,167,235,50,21,False,SUP-0057,SUP-0094,2025-01-01T00:00:00
MAT-00312,SKU-RAW-00312,Copper Rods Grade-Industrial-312,Raw Metallurgy,LITER,82.16,94.45,311,875,1891,25,12,False,SUP-0102,SUP-0005,2025-01-01T00:00:00
MAT-00313,SKU-RAW-00313,Copper Rods Grade-A-313,Raw Metallurgy,SET,60.82,63.5,124,495,997,50,7,False,SUP-0108,SUP-0033,2025-01-01T00:00:00
MAT-00314,SKU-POL-00314,Industrial Lubricants Grade-B-314,Polymers & Chemical,BOX,60.03,68.97,339,1019,1596,250,40,False,SUP-0095,SUP-0099,2025-01-01T00:00:00
MAT-00315,SKU-RAW-00315,Carbon Steel Bars Grade-B-315,Raw Metallurgy,BOX,103.13,112.99,204,664,1088,100,23,False,SUP-0071,SUP-0067,2025-01-01T00:00:00
MAT-00316,SKU-ELE-00316,Capacitors Grade-A-316,Electronic Components,KG,25.11,27.03,591,2351,4775,25,44,False,SUP-0022,SUP-0102,2025-01-01T00:00:00
MAT-00317,SKU-ELE-00317,Connectors Grade-MilSpec-317,Electronic Components,BOX,51.94,55.54,311,1261,2389,1000,38,False,SUP-0012,SUP-0032,2025-01-01T00:00:00
MAT-00318,SKU-ELE-00318,Microcontrollers Grade-Industrial-318,Electronic Components,BOX,17.44,17.1,555,1962,3623,1000,21,False,SUP-0014,SUP-0017,2025-01-01T00:00:00
MAT-00319,SKU-RAW-00319,Copper Rods Grade-B-319,Raw Metallurgy,PCS,35.04,38.12,194,574,1060,500,38,False,SUP-0018,SUP-0033,2025-01-01T00:00:00
MAT-00320,SKU-POL-00320,Polycarbonate Sheets Grade-Commercial-320,Polymers & Chemical,KG,21.26,22.51,408,1683,2564,100,17,False,SUP-0060,SUP-0036,2025-01-01T00:00:00
MAT-00321,SKU-RAW-00321,Titanium Plates Grade-Industrial-321,Raw Metallurgy,LITER,27.29,25.93,108,332,561,500,8,False,SUP-0049,SUP-0094,2025-01-01T00:00:00
MAT-00322,SKU-MEC-00322,Shafts Grade-A-322,Mechanical & Machining,BOX,47.21,53.98,988,3844,6252,250,42,False,SUP-0025,SUP-0068,2025-01-01T00:00:00
MAT-00323,SKU-RAW-00323,Aluminum Billets 6061 Grade-A-323,Raw Metallurgy,SET,9.97,10.79,56,227,352,25,19,True,SUP-0023,SUP-0112,2025-01-01T00:00:00
MAT-00324,SKU-PAC-00324,Antistatic Foam Grade-MilSpec-324,Packaging & Hardware,SET,245.09,263.42,765,2250,3173,50,45,False,SUP-0007,SUP-0047,2025-01-01T00:00:00
MAT-00325,SKU-POL-00325,ABS Resin Pellets Grade-MilSpec-325,Polymers & Chemical,BOX,8.11,7.8,284,804,1296,25,10,False,SUP-0114,SUP-0054,2025-01-01T00:00:00
MAT-00326,SKU-ELE-00326,Sensors Grade-A-326,Electronic Components,KG,6.45,7.37,252,803,1284,1000,19,True,SUP-0069,SUP-0050,2025-01-01T00:00:00
MAT-00327,SKU-MEC-00327,Bearings Grade-Commercial-327,Mechanical & Machining,LITER,87.7,96.4,1209,3351,5138,50,34,False,SUP-0074,SUP-0046,2025-01-01T00:00:00
MAT-00328,SKU-PAC-00328,Antistatic Foam Grade-Commercial-328,Packaging & Hardware,METER,58.61,63.39,627,1977,4344,100,27,False,SUP-0077,SUP-0057,2025-01-01T00:00:00
MAT-00329,SKU-POL-00329,Industrial Lubricants Grade-Industrial-329,Polymers & Chemical,SET,48.74,48.65,703,2428,4277,250,23,False,SUP-0049,SUP-0099,2025-01-01T00:00:00
MAT-00330,SKU-ELE-00330,Microcontrollers Grade-Industrial-330,Electronic Components,SET,48.97,46.68,77,207,325,100,26,False,SUP-0114,SUP-0039,2025-01-01T00:00:00
MAT-00331,SKU-ELE-00331,Sensors Grade-Commercial-331,Electronic Components,SET,24.2,25.68,131,455,687,100,36,False,SUP-0020,SUP-0013,2025-01-01T00:00:00
MAT-00332,SKU-PAC-00332,Hex Flange Bolts M8 Grade-B-332,Packaging & Hardware,METER,9.14,10.17,203,581,893,1000,27,True,SUP-0095,,2025-01-01T00:00:00
MAT-00333,SKU-PAC-00333,Corrugated Heavy Boxes Grade-Commercial-333,Packaging & Hardware,BOX,26.67,26.94,86,236,393,250,10,False,SUP-0074,SUP-0049,2025-01-01T00:00:00
MAT-00334,SKU-POL-00334,ABS Resin Pellets Grade-B-334,Polymers & Chemical,BOX,11.65,12.59,207,737,1056,500,10,False,SUP-0002,SUP-0082,2025-01-01T00:00:00
MAT-00335,SKU-PAC-00335,Hex Flange Bolts M8 Grade-Industrial-335,Packaging & Hardware,SET,71.71,78.13,1012,2937,5463,25,35,False,SUP-0087,SUP-0094,2025-01-01T00:00:00
MAT-00336,SKU-MEC-00336,Gears Grade-Industrial-336,Mechanical & Machining,LITER,20.87,20.44,193,655,961,500,42,False,SUP-0061,SUP-0074,2025-01-01T00:00:00
MAT-00337,SKU-POL-00337,Polycarbonate Sheets Grade-B-337,Polymers & Chemical,LITER,9.89,10.5,610,1870,3718,50,42,False,SUP-0084,SUP-0074,2025-01-01T00:00:00
MAT-00338,SKU-MEC-00338,CNC Castings Grade-Industrial-338,Mechanical & Machining,LITER,17.23,17.48,793,2731,4239,100,34,False,SUP-0012,SUP-0015,2025-01-01T00:00:00
MAT-00339,SKU-PAC-00339,Corrugated Heavy Boxes Grade-Industrial-339,Packaging & Hardware,KG,38.64,44.34,252,1057,2171,50,35,False,SUP-0103,SUP-0057,2025-01-01T00:00:00
MAT-00340,SKU-RAW-00340,Sheet Metal Stainless 304 Grade-A-340,Raw Metallurgy,PCS,13.2,14.49,174,749,1464,25,25,False,SUP-0080,SUP-0119,2025-01-01T00:00:00
MAT-00341,SKU-RAW-00341,Copper Rods Grade-MilSpec-341,Raw Metallurgy,PCS,9.93,10.09,1554,4514,8301,500,40,False,SUP-0028,SUP-0027,2025-01-01T00:00:00
MAT-00342,SKU-MEC-00342,CNC Castings Grade-MilSpec-342,Mechanical & Machining,SET,32.07,36.28,108,408,798,100,25,False,SUP-0033,SUP-0022,2025-01-01T00:00:00
MAT-00343,SKU-ELE-00343,PCBs Grade-A-343,Electronic Components,PCS,32.12,33.01,202,865,1811,1000,13,False,SUP-0110,SUP-0117,2025-01-01T00:00:00
MAT-00344,SKU-POL-00344,Polycarbonate Sheets Grade-MilSpec-344,Polymers & Chemical,SET,14.05,16.09,103,391,849,500,18,True,SUP-0068,,2025-01-01T00:00:00
MAT-00345,SKU-ELE-00345,Microcontrollers Grade-B-345,Electronic Components,SET,14.61,14.77,102,305,513,100,29,False,SUP-0096,SUP-0021,2025-01-01T00:00:00
MAT-00346,SKU-MEC-00346,Bearings Grade-Industrial-346,Mechanical & Machining,PCS,31.67,34.05,196,532,840,100,42,False,SUP-0114,SUP-0105,2025-01-01T00:00:00
MAT-00347,SKU-POL-00347,Polycarbonate Sheets Grade-A-347,Polymers & Chemical,BOX,4.99,5.12,417,1539,2342,100,33,False,SUP-0079,SUP-0112,2025-01-01T00:00:00
MAT-00348,SKU-PAC-00348,Vibration Dampers Grade-MilSpec-348,Packaging & Hardware,SET,5.22,5.1,176,626,1229,500,15,False,SUP-0075,SUP-0070,2025-01-01T00:00:00
MAT-00349,SKU-MEC-00349,Gears Grade-B-349,Mechanical & Machining,BOX,11.13,12.65,1821,4937,7379,100,41,False,SUP-0041,SUP-0009,2025-01-01T00:00:00
MAT-00350,SKU-MEC-00350,CNC Castings Grade-Industrial-350,Mechanical & Machining,LITER,19.4,22.16,341,981,1457,50,16,False,SUP-0096,SUP-0120,2025-01-01T00:00:00
MAT-00351,SKU-ELE-00351,Connectors Grade-Commercial-351,Electronic Components,METER,34.54,37.0,110,382,745,250,8,False,SUP-0077,SUP-0030,2025-01-01T00:00:00
MAT-00352,SKU-MEC-00352,Bearings Grade-Commercial-352,Mechanical & Machining,LITER,124.32,135.81,845,3324,5167,25,37,False,SUP-0110,SUP-0050,2025-01-01T00:00:00
MAT-00353,SKU-POL-00353,ABS Resin Pellets Grade-Industrial-353,Polymers & Chemical,LITER,63.02,62.67,120,461,997,250,11,False,SUP-0026,SUP-0097,2025-01-01T00:00:00
MAT-00354,SKU-PAC-00354,Antistatic Foam Grade-Industrial-354,Packaging & Hardware,LITER,20.57,23.19,598,2029,4365,500,27,False,SUP-0100,SUP-0006,2025-01-01T00:00:00
MAT-00355,SKU-PAC-00355,Thermal Pallet Wraps Grade-Commercial-355,Packaging & Hardware,BOX,24.02,27.03,1223,3455,4954,50,36,False,SUP-0067,SUP-0014,2025-01-01T00:00:00
MAT-00356,SKU-PAC-00356,Thermal Pallet Wraps Grade-MilSpec-356,Packaging & Hardware,BOX,8.14,7.8,80,289,496,100,19,False,SUP-0098,SUP-0081,2025-01-01T00:00:00
MAT-00357,SKU-RAW-00357,Copper Rods Grade-B-357,Raw Metallurgy,LITER,24.04,24.25,454,1282,2258,1000,36,False,SUP-0089,SUP-0067,2025-01-01T00:00:00
MAT-00358,SKU-PAC-00358,Corrugated Heavy Boxes Grade-B-358,Packaging & Hardware,SET,17.86,20.32,669,2208,3407,500,27,False,SUP-0018,SUP-0051,2025-01-01T00:00:00
MAT-00359,SKU-MEC-00359,Gears Grade-A-359,Mechanical & Machining,METER,34.99,35.51,114,464,911,1000,14,False,SUP-0092,SUP-0102,2025-01-01T00:00:00
MAT-00360,SKU-RAW-00360,Aluminum Billets 6061 Grade-Commercial-360,Raw Metallurgy,BOX,9.88,10.14,360,1135,1628,50,31,False,SUP-0066,SUP-0079,2025-01-01T00:00:00
MAT-00361,SKU-RAW-00361,Titanium Plates Grade-B-361,Raw Metallurgy,KG,43.44,48.82,592,2100,4231,250,26,False,SUP-0092,SUP-0007,2025-01-01T00:00:00
MAT-00362,SKU-RAW-00362,Sheet Metal Stainless 304 Grade-A-362,Raw Metallurgy,KG,132.42,151.24,1196,3780,5309,250,38,True,SUP-0002,SUP-0059,2025-01-01T00:00:00
MAT-00363,SKU-MEC-00363,Hydraulic Valves Grade-Commercial-363,Mechanical & Machining,BOX,21.77,22.75,62,172,279,1000,22,False,SUP-0011,SUP-0077,2025-01-01T00:00:00
MAT-00364,SKU-PAC-00364,Hex Flange Bolts M8 Grade-A-364,Packaging & Hardware,KG,38.16,37.38,213,600,983,25,43,False,SUP-0005,SUP-0019,2025-01-01T00:00:00
MAT-00365,SKU-ELE-00365,Microcontrollers Grade-MilSpec-365,Electronic Components,KG,52.41,51.48,1157,4433,7821,500,42,False,SUP-0085,SUP-0089,2025-01-01T00:00:00
MAT-00366,SKU-RAW-00366,Aluminum Billets 6061 Grade-A-366,Raw Metallurgy,METER,15.78,16.01,791,3269,5807,25,42,False,SUP-0105,SUP-0009,2025-01-01T00:00:00
MAT-00367,SKU-RAW-00367,Carbon Steel Bars Grade-Commercial-367,Raw Metallurgy,LITER,31.39,33.11,401,1175,2236,25,43,False,SUP-0079,SUP-0008,2025-01-01T00:00:00
MAT-00368,SKU-POL-00368,Epoxy Adhesives Grade-Industrial-368,Polymers & Chemical,LITER,24.87,26.65,363,1113,2000,1000,15,False,SUP-0068,SUP-0074,2025-01-01T00:00:00
MAT-00369,SKU-POL-00369,Industrial Lubricants Grade-B-369,Polymers & Chemical,SET,27.32,27.23,70,230,468,1000,8,False,SUP-0025,SUP-0001,2025-01-01T00:00:00
MAT-00370,SKU-MEC-00370,Bearings Grade-MilSpec-370,Mechanical & Machining,LITER,10.48,10.05,110,334,651,100,7,False,SUP-0104,SUP-0082,2025-01-01T00:00:00
MAT-00371,SKU-ELE-00371,Sensors Grade-Industrial-371,Electronic Components,SET,25.2,26.71,551,1867,3463,25,28,False,SUP-0015,SUP-0088,2025-01-01T00:00:00
MAT-00372,SKU-MEC-00372,Hydraulic Valves Grade-Industrial-372,Mechanical & Machining,METER,42.43,48.13,60,195,370,500,15,False,SUP-0061,SUP-0103,2025-01-01T00:00:00
MAT-00373,SKU-RAW-00373,Copper Rods Grade-MilSpec-373,Raw Metallurgy,BOX,121.06,116.36,870,2760,4323,1000,42,False,SUP-0073,SUP-0093,2025-01-01T00:00:00
MAT-00374,SKU-RAW-00374,Carbon Steel Bars Grade-A-374,Raw Metallurgy,KG,70.47,70.9,538,1656,2566,25,43,True,SUP-0081,SUP-0069,2025-01-01T00:00:00
MAT-00375,SKU-RAW-00375,Carbon Steel Bars Grade-A-375,Raw Metallurgy,METER,262.04,270.63,588,2200,3612,25,26,False,SUP-0031,SUP-0048,2025-01-01T00:00:00
MAT-00376,SKU-RAW-00376,Aluminum Billets 6061 Grade-B-376,Raw Metallurgy,PCS,10.55,10.96,183,639,1141,500,19,True,SUP-0068,,2025-01-01T00:00:00
MAT-00377,SKU-RAW-00377,Carbon Steel Bars Grade-B-377,Raw Metallurgy,PCS,64.04,71.37,122,401,790,500,9,False,SUP-0087,SUP-0017,2025-01-01T00:00:00
MAT-00378,SKU-ELE-00378,Microcontrollers Grade-Industrial-378,Electronic Components,PCS,30.01,32.63,190,766,1541,1000,9,False,SUP-0012,SUP-0043,2025-01-01T00:00:00
MAT-00379,SKU-RAW-00379,Aluminum Billets 6061 Grade-Commercial-379,Raw Metallurgy,METER,272.81,294.03,452,1436,2898,1000,24,False,SUP-0026,SUP-0025,2025-01-01T00:00:00
MAT-00380,SKU-ELE-00380,Sensors Grade-B-380,Electronic Components,KG,10.08,10.13,514,1785,2953,50,41,True,SUP-0066,SUP-0014,2025-01-01T00:00:00
MAT-00381,SKU-RAW-00381,Titanium Plates Grade-B-381,Raw Metallurgy,KG,9.74,9.39,206,816,1449,1000,10,False,SUP-0044,SUP-0070,2025-01-01T00:00:00
MAT-00382,SKU-ELE-00382,Microcontrollers Grade-MilSpec-382,Electronic Components,PCS,12.69,12.27,1357,4157,6858,50,35,False,SUP-0091,SUP-0077,2025-01-01T00:00:00
MAT-00383,SKU-PAC-00383,Corrugated Heavy Boxes Grade-MilSpec-383,Packaging & Hardware,SET,2.37,2.31,363,1195,2327,1000,13,False,SUP-0118,SUP-0090,2025-01-01T00:00:00
MAT-00384,SKU-POL-00384,Industrial Lubricants Grade-B-384,Polymers & Chemical,KG,13.76,13.47,579,2211,4717,100,32,False,SUP-0034,SUP-0117,2025-01-01T00:00:00
MAT-00385,SKU-RAW-00385,Copper Rods Grade-MilSpec-385,Raw Metallurgy,PCS,10.64,10.25,572,1761,2644,25,29,True,SUP-0019,,2025-01-01T00:00:00
MAT-00386,SKU-POL-00386,ABS Resin Pellets Grade-Industrial-386,Polymers & Chemical,SET,28.95,31.26,1044,3508,6653,500,44,False,SUP-0069,SUP-0060,2025-01-01T00:00:00
MAT-00387,SKU-MEC-00387,Gears Grade-MilSpec-387,Mechanical & Machining,PCS,35.73,36.38,1383,3963,7274,50,43,False,SUP-0076,SUP-0056,2025-01-01T00:00:00
MAT-00388,SKU-MEC-00388,CNC Castings Grade-Commercial-388,Mechanical & Machining,LITER,193.21,187.97,209,804,1740,25,35,False,SUP-0042,SUP-0072,2025-01-01T00:00:00
MAT-00389,SKU-PAC-00389,Corrugated Heavy Boxes Grade-Commercial-389,Packaging & Hardware,LITER,69.79,70.87,271,751,1594,1000,15,False,SUP-0008,SUP-0012,2025-01-01T00:00:00
MAT-00390,SKU-ELE-00390,Capacitors Grade-B-390,Electronic Components,LITER,13.01,13.74,302,902,1491,500,20,False,SUP-0074,SUP-0058,2025-01-01T00:00:00
MAT-00391,SKU-RAW-00391,Copper Rods Grade-Industrial-391,Raw Metallurgy,PCS,9.13,9.74,167,692,1467,25,25,False,SUP-0066,SUP-0052,2025-01-01T00:00:00
MAT-00392,SKU-ELE-00392,Connectors Grade-Industrial-392,Electronic Components,PCS,42.14,47.29,1248,3808,7499,250,32,False,SUP-0031,SUP-0056,2025-01-01T00:00:00
MAT-00393,SKU-POL-00393,Industrial Lubricants Grade-Commercial-393,Polymers & Chemical,KG,5.74,6.21,894,2514,3829,1000,30,False,SUP-0025,SUP-0072,2025-01-01T00:00:00
MAT-00394,SKU-MEC-00394,Hydraulic Valves Grade-A-394,Mechanical & Machining,PCS,183.94,198.6,292,1192,2281,250,15,False,SUP-0114,SUP-0063,2025-01-01T00:00:00
MAT-00395,SKU-POL-00395,Epoxy Adhesives Grade-MilSpec-395,Polymers & Chemical,SET,89.78,88.52,781,2703,4185,500,31,False,SUP-0071,SUP-0105,2025-01-01T00:00:00
MAT-00396,SKU-ELE-00396,Connectors Grade-MilSpec-396,Electronic Components,BOX,14.64,14.6,1304,4486,9791,500,43,False,SUP-0053,SUP-0119,2025-01-01T00:00:00
MAT-00397,SKU-POL-00397,Silicone Gaskets Grade-A-397,Polymers & Chemical,SET,3.73,3.9,759,2487,3637,500,24,False,SUP-0019,SUP-0094,2025-01-01T00:00:00
MAT-00398,SKU-ELE-00398,Capacitors Grade-MilSpec-398,Electronic Components,BOX,108.77,119.47,1282,4538,6544,100,44,False,SUP-0010,SUP-0088,2025-01-01T00:00:00
MAT-00399,SKU-PAC-00399,Corrugated Heavy Boxes Grade-MilSpec-399,Packaging & Hardware,LITER,21.63,22.77,989,2671,5445,100,29,False,SUP-0094,SUP-0043,2025-01-01T00:00:00
MAT-00400,SKU-MEC-00400,CNC Castings Grade-Commercial-400,Mechanical & Machining,BOX,95.74,96.78,1003,3863,5567,100,44,False,SUP-0034,SUP-0008,2025-01-01T00:00:00
MAT-00401,SKU-PAC-00401,Corrugated Heavy Boxes Grade-Industrial-401,Packaging & Hardware,LITER,4.25,4.11,312,1232,2001,100,23,False,SUP-0109,SUP-0101,2025-01-01T00:00:00
MAT-00402,SKU-ELE-00402,Microcontrollers Grade-Commercial-402,Electronic Components,KG,12.69,14.37,354,1290,2529,250,18,False,SUP-0085,SUP-0058,2025-01-01T00:00:00
MAT-00403,SKU-MEC-00403,Bearings Grade-A-403,Mechanical & Machining,METER,24.67,28.29,479,1391,2406,250,38,False,SUP-0077,SUP-0120,2025-01-01T00:00:00
MAT-00404,SKU-MEC-00404,Gears Grade-B-404,Mechanical & Machining,KG,25.83,27.52,167,699,1238,250,14,False,SUP-0007,SUP-0083,2025-01-01T00:00:00
MAT-00405,SKU-RAW-00405,Copper Rods Grade-Commercial-405,Raw Metallurgy,KG,14.95,15.34,516,1436,2024,250,40,False,SUP-0061,SUP-0034,2025-01-01T00:00:00
MAT-00406,SKU-POL-00406,Silicone Gaskets Grade-Commercial-406,Polymers & Chemical,BOX,48.67,55.54,576,2016,3253,25,24,True,SUP-0046,SUP-0109,2025-01-01T00:00:00
MAT-00407,SKU-RAW-00407,Titanium Plates Grade-MilSpec-407,Raw Metallurgy,LITER,7.58,8.37,693,2213,4298,50,19,False,SUP-0094,SUP-0087,2025-01-01T00:00:00
MAT-00408,SKU-RAW-00408,Titanium Plates Grade-A-408,Raw Metallurgy,BOX,20.98,19.97,255,885,1752,100,35,True,SUP-0068,,2025-01-01T00:00:00
MAT-00409,SKU-MEC-00409,CNC Castings Grade-A-409,Mechanical & Machining,SET,28.0,27.11,707,2147,4221,25,45,False,SUP-0085,SUP-0115,2025-01-01T00:00:00
MAT-00410,SKU-ELE-00410,Connectors Grade-B-410,Electronic Components,LITER,43.2,46.71,199,591,947,250,14,False,SUP-0073,SUP-0103,2025-01-01T00:00:00
MAT-00411,SKU-ELE-00411,PCBs Grade-Industrial-411,Electronic Components,LITER,53.67,58.42,336,965,1565,25,17,False,SUP-0099,SUP-0042,2025-01-01T00:00:00
MAT-00412,SKU-POL-00412,Industrial Lubricants Grade-Industrial-412,Polymers & Chemical,PCS,7.12,7.13,293,787,1228,250,38,False,SUP-0023,SUP-0057,2025-01-01T00:00:00
MAT-00413,SKU-MEC-00413,Gears Grade-A-413,Mechanical & Machining,KG,4.54,4.8,324,954,1414,25,35,False,SUP-0079,SUP-0083,2025-01-01T00:00:00
MAT-00414,SKU-ELE-00414,Connectors Grade-Industrial-414,Electronic Components,LITER,100.03,95.4,22,67,108,1000,9,False,SUP-0084,SUP-0082,2025-01-01T00:00:00
MAT-00415,SKU-RAW-00415,Copper Rods Grade-Commercial-415,Raw Metallurgy,PCS,35.36,37.24,1062,2982,6037,25,32,False,SUP-0063,SUP-0062,2025-01-01T00:00:00
MAT-00416,SKU-PAC-00416,Hex Flange Bolts M8 Grade-A-416,Packaging & Hardware,LITER,10.77,12.29,1832,4989,8417,1000,41,False,SUP-0062,SUP-0016,2025-01-01T00:00:00
MAT-00417,SKU-RAW-00417,Copper Rods Grade-A-417,Raw Metallurgy,BOX,135.13,155.32,318,894,1795,100,12,False,SUP-0047,SUP-0069,2025-01-01T00:00:00
MAT-00418,SKU-MEC-00418,Hydraulic Valves Grade-Commercial-418,Mechanical & Machining,PCS,27.86,31.86,343,1045,1763,25,13,False,SUP-0039,SUP-0090,2025-01-01T00:00:00
MAT-00419,SKU-POL-00419,Polycarbonate Sheets Grade-B-419,Polymers & Chemical,PCS,89.77,88.75,662,2739,5019,100,31,False,SUP-0076,SUP-0031,2025-01-01T00:00:00
MAT-00420,SKU-POL-00420,Epoxy Adhesives Grade-MilSpec-420,Polymers & Chemical,PCS,26.42,25.29,216,616,1191,250,20,True,SUP-0006,SUP-0052,2025-01-01T00:00:00
MAT-00421,SKU-PAC-00421,Hex Flange Bolts M8 Grade-Commercial-421,Packaging & Hardware,KG,236.71,268.66,218,803,1540,25,9,True,SUP-0052,,2025-01-01T00:00:00
MAT-00422,SKU-MEC-00422,CNC Castings Grade-Industrial-422,Mechanical & Machining,PCS,169.17,176.15,113,365,744,50,14,False,SUP-0076,SUP-0009,2025-01-01T00:00:00
MAT-00423,SKU-ELE-00423,Capacitors Grade-MilSpec-423,Electronic Components,METER,18.66,20.76,381,1025,1907,50,14,False,SUP-0087,SUP-0052,2025-01-01T00:00:00
MAT-00424,SKU-RAW-00424,Sheet Metal Stainless 304 Grade-A-424,Raw Metallurgy,SET,71.43,70.34,363,1143,2001,500,30,True,SUP-0012,,2025-01-01T00:00:00
MAT-00425,SKU-ELE-00425,Capacitors Grade-A-425,Electronic Components,BOX,49.89,53.51,242,1046,1614,25,12,False,SUP-0003,SUP-0113,2025-01-01T00:00:00
MAT-00426,SKU-PAC-00426,Vibration Dampers Grade-MilSpec-426,Packaging & Hardware,BOX,110.55,122.87,244,740,1345,250,16,False,SUP-0089,SUP-0017,2025-01-01T00:00:00
MAT-00427,SKU-MEC-00427,Hydraulic Valves Grade-Commercial-427,Mechanical & Machining,BOX,8.49,8.13,168,584,819,50,26,False,SUP-0064,SUP-0079,2025-01-01T00:00:00
MAT-00428,SKU-MEC-00428,CNC Castings Grade-Commercial-428,Mechanical & Machining,PCS,52.18,56.03,630,1818,3504,100,36,False,SUP-0070,SUP-0065,2025-01-01T00:00:00
MAT-00429,SKU-ELE-00429,Capacitors Grade-A-429,Electronic Components,KG,78.59,85.43,229,688,986,1000,17,False,SUP-0061,SUP-0064,2025-01-01T00:00:00
MAT-00430,SKU-RAW-00430,Carbon Steel Bars Grade-B-430,Raw Metallurgy,LITER,3.54,3.54,187,754,1087,500,9,False,SUP-0114,SUP-0098,2025-01-01T00:00:00
MAT-00431,SKU-MEC-00431,Hydraulic Valves Grade-A-431,Mechanical & Machining,LITER,6.68,7.03,1400,4920,7670,1000,44,True,SUP-0096,,2025-01-01T00:00:00
MAT-00432,SKU-RAW-00432,Sheet Metal Stainless 304 Grade-A-432,Raw Metallurgy,METER,2.6,2.59,527,1457,2125,500,31,False,SUP-0053,SUP-0112,2025-01-01T00:00:00
MAT-00433,SKU-POL-00433,ABS Resin Pellets Grade-MilSpec-433,Polymers & Chemical,KG,18.24,18.12,341,1121,1743,100,15,False,SUP-0023,SUP-0050,2025-01-01T00:00:00
MAT-00434,SKU-RAW-00434,Sheet Metal Stainless 304 Grade-Industrial-434,Raw Metallurgy,KG,54.02,51.67,299,983,1510,100,36,False,SUP-0036,SUP-0018,2025-01-01T00:00:00
MAT-00435,SKU-MEC-00435,Shafts Grade-Commercial-435,Mechanical & Machining,KG,128.07,141.89,660,1778,3705,25,43,False,SUP-0079,SUP-0116,2025-01-01T00:00:00
MAT-00436,SKU-POL-00436,Epoxy Adhesives Grade-MilSpec-436,Polymers & Chemical,KG,26.62,28.44,485,1783,3115,50,22,False,SUP-0036,SUP-0002,2025-01-01T00:00:00
MAT-00437,SKU-PAC-00437,Hex Flange Bolts M8 Grade-Commercial-437,Packaging & Hardware,PCS,147.15,152.09,265,886,1519,1000,9,True,SUP-0094,SUP-0099,2025-01-01T00:00:00
MAT-00438,SKU-ELE-00438,PCBs Grade-MilSpec-438,Electronic Components,KG,5.38,5.2,387,1527,2499,1000,20,False,SUP-0089,SUP-0094,2025-01-01T00:00:00
MAT-00439,SKU-ELE-00439,Microcontrollers Grade-MilSpec-439,Electronic Components,BOX,3.77,3.81,374,1006,1781,50,8,False,SUP-0110,SUP-0074,2025-01-01T00:00:00
MAT-00440,SKU-POL-00440,Polycarbonate Sheets Grade-Industrial-440,Polymers & Chemical,BOX,23.08,24.07,246,680,1133,25,31,False,SUP-0111,SUP-0081,2025-01-01T00:00:00
MAT-00441,SKU-RAW-00441,Copper Rods Grade-Industrial-441,Raw Metallurgy,BOX,37.43,42.64,218,638,921,1000,28,False,SUP-0102,SUP-0027,2025-01-01T00:00:00
MAT-00442,SKU-RAW-00442,Aluminum Billets 6061 Grade-A-442,Raw Metallurgy,LITER,23.67,24.22,579,1713,3166,50,42,False,SUP-0047,,2025-01-01T00:00:00
MAT-00443,SKU-MEC-00443,Shafts Grade-B-443,Mechanical & Machining,SET,2.52,2.45,257,908,1923,500,21,False,SUP-0097,SUP-0075,2025-01-01T00:00:00
